node,label,state,reserve_state,prev_State,infection_time,obv,potential_source,state_based_source
0,0,0.0003209096573394102,0.7870725002005552,0,2,0,0.0,0.0
1,observers,0.0016855870381603136,0.9643593762788261,0,3,1,,
2,2,0.00022573435551752905,1.2595651369962813,0,2,0,0.0,0.0
3,3,0.00011243895436533723,0.9265064264237424,0,2,0,0.0,0.0
4,4,0.0021651842514984047,1.3096456187996213,0,2,0,0.0,0.0
5,5,0.0004946412193899852,1.8730211839798085,0,1,0,1.0,0.0
6,6,0.0003756617566320822,1.25833194668211,0,2,0,0.0,0.0
7,7,0.002219244909609353,1.2576370909578305,0,3,0,0.0,1.0
8,8,0.0,0.7800842738167202,0,3,0,0.0,0.0
9,9,0.00022062779512690834,1.0911364682294236,0,3,0,0.0,0.0
10,10,0.0013699279397913647,0.8455520611484068,0,2,0,0.0,0.0
11,11,0.00038144346639262843,0.93840609774193,0,2,0,0.0,0.0
12,12,0.0,1.3376080611395267,0,3,0,0.0,0.0
13,observers,0.0,1.034961802569405,0,3,1,,
14,14,0.0014288287868409067,0.8565838521055361,0,2,0,0.0,0.0
15,observers,0.00028288183289296365,0.8304076585315697,0,1,1,,
16,16,0.00017411151328743113,1.5238808621798199,0,2,0,0.0,0.0
17,17,0.0018212075219802854,1.1413008222745797,0,3,0,0.0,0.0
18,18,0.001045125039837052,0.7519059895412041,0,3,0,0.0,0.0
19,19,0.001088272519899436,0.6922030265079722,0,2,0,0.0,0.0
20,20,0.0,1.0730063767534923,0,3,0,0.0,0.0
21,21,0.00114388914677541,0.86266265245596,0,2,0,0.0,0.0
22,22,0.0013252869375155363,0.8767394090801869,0,2,0,0.0,0.0
23,23,0.0012122691088395743,0.9091001285182857,0,2,0,0.0,0.0
24,24,0.0015939720271195877,1.0468960423464764,0,3,0,0.0,0.0
25,25,0.0017694339587691888,1.160070927163381,0,2,0,0.0,0.0
26,26,0.0013073505400047294,0.9076960886558083,0,2,0,0.0,0.0
27,27,0.0016765538500111907,1.060093597467923,0,1,0,0.0,0.0
28,28,0.0002931510813793571,1.094861148925587,0,1,0,0.0,0.0
29,29,0.0007590266720599239,0.6598839268231932,0,2,0,0.0,0.0
30,30,0.0016914550500603974,1.1139701740967,0,2,0,0.0,0.0
31,31,0.000119039568091926,0.6739477081458739,0,2,0,0.0,0.0
32,32,0.0011697919762713221,0.8188827825367988,0,2,0,0.0,0.0
33,33,0.002172750567431357,1.3090277736685083,0,2,0,0.0,1.0
34,34,0.0008243616198040869,0.5725921121046896,0,3,0,0.0,0.0
35,35,0.0007803586149946019,0.5596125475083263,0,3,0,0.0,0.0
36,36,0.0010141305294457737,0.6611357462805179,0,3,0,0.0,0.0
37,37,0.0012438375131988983,1.108057139821454,0,1,0,0.0,0.0
38,38,0.0010389042837101634,0.7504628544128997,0,2,0,0.0,0.0
39,39,0.0012488118118824958,0.8344490660256655,0,3,0,0.0,0.0
40,observers,0.0009153845412790419,0.6239965741341069,0,2,1,,
41,41,0.0013972514091685892,1.0251086671484047,0,3,0,0.0,0.0
42,42,0.0006413291398409374,0.618376264469919,0,3,0,0.0,0.0
43,43,0.0008245173632599609,0.7501718202222133,0,2,0,0.0,0.0
44,44,0.0019597875786280207,1.212404099363061,0,2,0,0.0,0.0
45,45,0.0002312373463025642,0.39184752825505254,0,3,0,0.0,0.0
46,46,0.0014353538518057502,1.0683882231903383,0,2,0,0.0,0.0
47,47,0.0011425445743203373,1.0629638294601886,0,2,0,0.0,0.0
48,48,0.0007999479643847117,0.5660297054792593,0,3,0,0.0,0.0
49,49,0.0006810953194971924,0.6965156268560742,0,3,0,0.0,0.0
50,50,0.0016983285916622086,1.0883202599173527,0,2,0,0.0,0.0
51,51,0.0018349068296529135,1.2728481909766913,0,2,0,0.0,0.0
