node,label,state,reserve_state,prev_State,infection_time,obv,potential_source,state_based_source
0,0,0.0028805336700238877,3.227903952326997,0,1,0,1.0,1.0
1,1,0.0005201085175000007,1.6846698749002758,0,2,0,0.0,0.0
2,2,0.00010487149678938274,0.33946372007991044,0,2,0,0.0,0.0
3,3,0.00030878848864599286,0.7006018736637575,0,2,0,0.0,0.0
4,4,0.0006522865384277314,1.6844185729764114,0,2,0,0.0,0.0
5,5,0.0007290433855284363,1.5697431023742667,0,2,0,0.0,0.0
6,6,0.0011612608561184746,1.7586931755114437,0,1,0,0.0,0.0
7,7,0.0006517390890773379,2.0600605616775547,0,2,0,0.0,0.0
8,8,0.0007347982440039139,2.6640841642524897,0,2,0,0.0,0.0
9,9,0.000520445325362331,2.280610227741964,0,2,0,0.0,0.0
10,10,0.0015467973112821358,2.92259130223155,0,1,0,1.0,0.0
11,observers,0.00010972217955865788,1.5240407612732831,0,2,1,,
12,source_nodes,0.000865914645187246,2.9071981755561684,0,0,0,0.0,0.0
13,13,0.0004144543252793649,1.8974380547929963,0,1,0,0.0,0.0
14,14,0.00010728933384219809,1.764937621139506,0,2,0,0.0,0.0
15,15,0.00021437592518191978,2.089585811725766,0,2,0,0.0,0.0
16,16,0.0012924112903141768,1.0381840207187452,0,1,0,0.0,0.0
17,17,0.0016413941148536945,1.2431155241899179,0,2,0,0.0,0.0
18,18,0.0015448978981044128,1.0155945462879665,0,3,0,0.0,0.0
19,19,0.000309903679260297,2.0580407165225627,0,2,0,0.0,0.0
20,20,0.0017149223725186988,1.343447934776178,0,2,0,0.0,0.0
21,21,0.002344802456135707,1.8936436771308696,0,2,0,0.0,1.0
22,22,0.0013029111539290417,1.1149715659702912,0,1,0,0.0,0.0
23,23,0.00021194307946546,1.4417055114962225,0,2,0,0.0,0.0
24,24,0.0,1.511572335416368,0,1,0,0.0,0.0
25,25,0.0006552869138960455,0.8093233403669988,0,2,0,0.0,0.0
26,26,0.0013617165509363998,1.0621070838275064,0,2,0,0.0,0.0
27,27,0.0010871619290255638,0.9384732253116407,0,3,0,0.0,0.0
28,28,0.00010102368946757812,0.99447199185466,0,3,0,0.0,0.0
29,29,0.0011966505062520083,1.1591467993910134,0,2,0,0.0,0.0
30,30,0.0009926235106608077,0.8814179610409554,0,1,0,0.0,0.0
31,31,0.0009165906038802449,0.8389259976663415,0,2,0,0.0,0.0
32,32,0.0011742361425569454,1.0499313545961035,0,2,0,0.0,0.0
33,33,0.0006473035664052847,0.7130144574261668,0,2,0,0.0,0.0
34,34,0.0008562864937146336,0.798016978015308,0,3,0,0.0,0.0
35,35,0.0011104473417121428,1.0709627566663127,0,3,0,0.0,0.0
