node,label,state,reserve_state,prev_State,infection_time,obv,potential_source,state_based_source
0,observers,0.0021311737461712408,2.755659363988562,0,3,1,,
1,1,0.0009044242633579846,1.4255984061656242,0,3,0,0.0,0.0
2,2,0.0002063382673346739,2.260474751890991,0,2,0,0.0,0.0
3,3,0.001140933118690739,0.9741020240054294,0,4,0,0.0,0.0
4,4,0.0010847842671016022,1.8495928226818283,0,2,0,0.0,0.0
5,5,0.0,1.5687099639594915,0,2,0,0.0,0.0
6,observers,0.002050330553939582,2.4525295673334435,0,2,1,,
7,observers,0.0018164546437674587,3.646501391925551,0,3,1,,
8,8,0.002132459043673473,1.6114358638594999,0,3,0,0.0,1.0
9,observers,0.0024560088120692374,2.065080762957763,0,3,1,,
10,10,0.00099580038024724,1.5382291432471937,0,3,0,0.0,0.0
11,observers,0.0014449081871301497,2.129278592234684,0,3,1,,
12,12,0.0011147369382423142,2.749446061231212,0,2,0,1.0,0.0
13,13,0.002014674617929745,1.5510464359268692,0,4,0,0.0,1.0
14,14,0.0019016300757661465,1.5059952007446948,0,3,0,0.0,0.0
15,15,0.00010284258578100071,1.1479674861478024,0,3,0,0.0,0.0
16,16,0.001722471718199222,1.432075534823369,0,3,0,0.0,0.0
17,17,0.0008148121907617048,1.5344290340604356,0,2,0,0.0,0.0
18,18,0.0005382948978087958,2.1691423752193058,0,2,0,0.0,0.0
19,19,0.00047695995332061575,0.8380942252165552,0,3,0,0.0,0.0
20,20,0.00020818773828313437,0.65580192957477,0,4,0,0.0,0.0
21,21,0.00032020323800232447,2.8467696253994426,0,1,0,1.0,0.0
22,22,0.00046998490103332456,1.074968732254349,0,2,0,0.0,0.0
23,23,0.00010686841133225059,1.0770956892442838,0,3,0,0.0,0.0
24,24,0.0012716585114778305,1.2869479301855862,0,3,0,0.0,0.0
25,25,0.00010209690079979351,1.2769461088842657,0,2,0,0.0,0.0
26,26,0.0011159309299634342,0.781076033066301,0,3,0,0.0,0.0
27,27,0.0009249776013489772,0.5113485410122524,0,4,0,0.0,0.0
28,28,0.0009462881638450469,1.022002521033104,0,3,0,0.0,0.0
29,29,0.0,1.1090475767152808,0,3,0,0.0,0.0
30,30,0.0007123740323023808,0.875013509926136,0,3,0,0.0,0.0
31,31,0.0007825561331943394,0.9980376406636942,0,2,0,0.0,0.0
32,32,0.0009751748673264133,1.042597302422565,0,3,0,0.0,0.0
33,33,0.00010441029222188932,2.718783269485798,0,1,0,0.0,0.0
34,34,0.0006165808259758936,0.5227534515942484,0,4,0,0.0,0.0
35,35,0.0004214169331871011,1.4821142581365836,0,2,0,0.0,0.0
36,36,0.000493701207633216,0.6880563540478094,0,4,0,0.0,0.0
37,37,0.0007479019730831683,0.9783864497020571,0,3,0,0.0,0.0
38,38,0.0004309411567000388,0.8628892638648517,0,3,0,0.0,0.0
39,39,0.0008278318411198895,0.8756350889123827,0,3,0,0.0,0.0
40,40,0.00036663736774346107,0.5511766012842789,0,3,0,0.0,0.0
41,41,0.00010449813959963258,0.43718550670082124,0,3,0,0.0,0.0
42,42,0.0004438887877072462,1.6322530760828216,0,2,0,0.0,0.0
43,43,0.0004374339579223119,0.6299426088011547,0,3,0,0.0,0.0
44,44,0.00021519533286431874,0.9507731874653903,0,3,0,0.0,0.0
45,45,0.0003755880705666704,0.43339668417942534,0,4,0,0.0,0.0
46,46,0.0005386560960303187,0.8668102454124786,0,3,0,0.0,0.0
47,47,0.0011467935028444797,1.8198311274565735,0,2,0,0.0,0.0
48,48,0.0005374090287801035,0.46537465995736743,0,4,0,0.0,0.0
49,49,0.00020964912951186885,1.1016396517729288,0,3,0,0.0,0.0
50,50,0.0004497461246207837,0.6234742892332358,0,4,0,0.0,0.0
51,51,0.000490570933439984,0.7238997312004416,0,4,0,0.0,0.0
52,52,0.000856184987968735,1.0398413324954336,0,2,0,0.0,0.0
53,53,0.00020743259304171325,0.5372824158753671,0,4,0,0.0,0.0
54,54,0.0005896126712422574,0.44591634055896573,0,3,0,0.0,0.0
55,55,0.0007214514646596557,0.8203562769117348,0,3,0,0.0,0.0
56,56,0.001168837552847849,0.7908579295149445,0,4,0,0.0,0.0
57,source_nodes,0.0005219510677470626,1.0040409463761295,0,0,0,0.0,0.0
58,58,0.0004838036851485058,0.8143320446991237,0,3,0,0.0,0.0
59,59,0.0005642174817724712,0.38428161369727853,0,4,0,0.0,0.0
60,60,0.00010533569224191973,0.35206648439327903,0,4,0,0.0,0.0
